Season,Lg,ORtg,DRtg,Playoffs,id,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,NBA,113.1,111.0,Yes,412,DEN,46.0,27.0,1.0,25.6,6-6,221.0,73.0,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3
2018-19,NBA,113.0,108.9,Yes,413,DEN,54.0,28.0,1.0,24.9,6-6,224.0,82.0,240.6,41.9,90.0,0.466,11.0,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20.0,110.7
2017-18,NBA,112.5,111.0,No,414,DEN,46.0,36.0,5.0,25.1,6-7,218.0,82.0,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,110.0
2016-17,NBA,113.2,112.7,No,415,DEN,40.0,42.0,4.0,25.2,6-6,218.0,82.0,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7
2015-16,NBA,105.6,108.9,No,416,DEN,33.0,49.0,4.0,24.7,6-6,215.0,82.0,241.8,37.7,85.4,0.442,8.0,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9
2014-15,NBA,104.5,108.2,No,417,DEN,30.0,52.0,4.0,26.4,6-6,219.0,82.0,242.4,37.8,87.3,0.433,8.0,24.8,0.325,29.7,62.5,0.476,17.8,24.3,0.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5
2013-14,NBA,106.0,108.2,No,418,DEN,36.0,46.0,4.0,26.0,6-6,214.0,82.0,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62.0,0.481,19.1,26.3,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4
2012-13,NBA,110.4,105.1,Yes,419,DEN,57.0,25.0,2.0,26.1,6-7,216.0,82.0,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1
2011-12,NBA,109.2,106.2,Yes,420,DEN,38.0,28.0,2.0,26.6,6-6,218.0,66.0,243.0,39.0,81.9,0.476,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,104.1
2010-11,NBA,112.3,107.3,Yes,421,DEN,50.0,32.0,2.0,27.3,6-6,224.0,82.0,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,107.5
2009-10,NBA,111.8,107.5,Yes,422,DEN,53.0,29.0,1.0,27.7,6-6,225.0,82.0,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,106.5
2008-09,NBA,110.4,106.8,Yes,423,DEN,54.0,28.0,1.0,27.7,6-6,224.0,82.0,240.6,37.3,79.4,0.47,6.7,18.0,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,104.3
2007-08,NBA,110.0,106.3,Yes,424,DEN,50.0,32.0,2.0,28.5,6-6,214.0,82.0,242.1,40.3,85.8,0.47,6.9,19.6,0.355,33.4,66.3,0.504,23.1,30.7,0.751,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,110.7
2006-07,NBA,107.6,105.9,Yes,425,DEN,45.0,37.0,2.0,26.5,6-6,215.0,82.0,241.2,38.6,83.0,0.465,5.9,17.6,0.336,32.7,65.4,0.5,22.3,29.9,0.746,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,105.4
2005-06,NBA,105.5,105.2,Yes,426,DEN,44.0,38.0,1.0,27.4,6-5,213.0,82.0,243.0,37.5,81.4,0.461,4.3,13.1,0.325,33.3,68.2,0.487,21.0,28.2,0.744,11.0,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3
2004-05,NBA,106.0,103.9,Yes,427,DEN,49.0,33.0,2.0,26.7,6-6,213.0,82.0,240.9,37.0,80.7,0.459,3.9,11.5,0.34,33.1,69.2,0.479,21.5,28.2,0.763,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9,99.5
2003-04,NBA,103.9,102.7,Yes,428,DEN,43.0,39.0,6.0,25.6,6-6,215.0,82.0,240.6,36.5,82.5,0.443,4.0,12.0,0.336,32.5,70.5,0.461,20.2,26.3,0.767,13.2,29.1,42.3,21.9,9.1,6.3,15.6,22.0,97.2
2002-03,NBA,92.2,101.3,No,429,DEN,17.0,65.0,7.0,24.1,6-7,221.0,82.0,240.6,32.8,79.8,0.411,2.8,10.0,0.278,30.0,69.8,0.43,15.8,22.6,0.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2
2001-02,NBA,101.4,107.8,No,430,DEN,27.0,55.0,6.0,28.2,6-6,213.0,82.0,241.5,35.5,83.8,0.424,5.2,15.7,0.329,30.4,68.1,0.446,15.9,21.4,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2
2000-01,NBA,103.7,106.3,No,431,DEN,40.0,42.0,6.0,27.9,6-6,209.0,82.0,241.2,36.3,83.9,0.433,6.2,17.6,0.355,30.1,66.3,0.454,17.7,24.0,0.737,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6
1999-00,NBA,103.5,105.8,No,432,DEN,35.0,47.0,5.0,25.9,6-7,211.0,82.0,242.1,37.3,84.3,0.442,5.7,17.0,0.336,31.5,67.2,0.469,18.7,25.8,0.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0
1998-99,NBA,103.1,110.4,No,433,DEN,14.0,36.0,6.0,24.6,6-5,210.0,50.0,240.5,33.6,79.8,0.421,6.0,18.4,0.328,27.6,61.3,0.45,20.2,26.5,0.762,12.9,27.8,40.8,19.4,7.5,5.5,14.8,22.9,93.5
1997-98,NBA,99.0,112.1,No,434,DEN,11.0,71.0,7.0,26.5,6-6,214.0,82.0,240.6,32.6,78.2,0.417,3.5,10.9,0.323,29.1,67.3,0.433,20.2,26.2,0.772,12.7,26.3,39.0,18.9,8.1,4.8,16.0,23.6,89.0
1996-97,NBA,104.5,111.2,No,435,DEN,21.0,61.0,5.0,28.6,6-6,212.0,82.0,243.0,35.8,81.5,0.439,7.8,20.9,0.372,28.0,60.7,0.462,18.5,24.3,0.761,12.1,29.9,42.0,23.0,6.1,5.9,16.6,21.8,97.8
1995-96,NBA,105.2,108.1,No,436,DEN,35.0,47.0,4.0,26.8,6-7,212.0,82.0,241.8,36.6,81.2,0.451,4.8,14.0,0.346,31.8,67.2,0.473,19.7,26.5,0.743,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0,97.7
1994-95,NBA,109.1,108.2,Yes,437,DEN,41.0,41.0,4.0,26.6,6-7,210.0,82.0,243.7,37.8,78.8,0.479,5.0,14.1,0.356,32.7,64.6,0.507,20.7,28.1,0.738,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2,101.3
1993-94,NBA,103.9,102.3,Yes,438,DEN,42.0,40.0,4.0,24.8,6-6,211.0,82.0,240.9,38.5,82.7,0.465,2.1,7.3,0.285,36.4,75.4,0.483,21.2,29.5,0.718,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3
1992-93,NBA,104.6,106.3,No,439,DEN,36.0,46.0,4.0,24.8,6-6,207.0,82.0,241.8,40.9,88.8,0.46,1.7,5.5,0.304,39.2,83.3,0.471,21.8,28.8,0.756,15.4,31.3,46.7,21.2,7.9,6.9,17.2,24.9,105.2
1991-92,NBA,100.7,108.6,No,440,DEN,24.0,58.0,4.0,25.7,6-7,204.0,82.0,241.2,39.8,90.0,0.442,1.5,5.1,0.301,38.2,84.9,0.45,18.6,25.2,0.738,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7
1990-91,NBA,105.2,114.7,No,441,DEN,20.0,62.0,7.0,26.5,6-6,205.0,82.0,240.6,47.6,108.1,0.44,3.7,12.9,0.283,43.9,95.2,0.461,21.0,27.6,0.763,18.5,30.9,49.4,24.5,10.4,5.0,16.2,27.3,119.9
1989-90,NBA,108.0,106.7,Yes,442,DEN,43.0,39.0,4.0,29.5,6-5,198.0,82.0,241.5,45.3,97.7,0.464,2.8,8.3,0.337,42.5,89.5,0.475,21.2,26.8,0.789,14.3,30.9,45.1,27.7,9.9,4.0,13.9,25.0,114.6
1988-89,NBA,108.6,107.1,Yes,443,DEN,44.0,38.0,3.0,29.8,6-5,197.0,82.0,242.4,46.5,99.3,0.468,2.8,8.2,0.337,43.7,91.0,0.48,22.2,28.2,0.787,14.7,30.6,45.4,27.8,9.9,5.3,14.9,25.5,118.0
1987-88,NBA,110.1,106.3,Yes,444,DEN,54.0,28.0,1.0,28.7,6-5,198.0,82.0,241.2,46.0,97.1,0.474,2.3,6.9,0.342,43.6,90.2,0.484,22.5,27.9,0.804,14.2,29.8,44.0,28.0,10.1,4.9,14.5,24.2,116.7
1986-87,NBA,109.3,110.2,Yes,445,DEN,37.0,45.0,4.0,28.2,6-6,196.0,82.0,241.2,45.7,97.0,0.471,1.3,4.8,0.271,44.4,92.2,0.481,24.1,31.3,0.769,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7
1985-86,NBA,107.1,105.9,Yes,446,DEN,47.0,35.0,2.0,28.1,6-6,197.0,82.0,240.9,45.2,96.0,0.471,0.9,3.7,0.233,44.3,92.2,0.48,23.5,29.5,0.798,14.9,28.3,43.2,26.1,10.1,5.1,16.3,26.4,114.8
1984-85,NBA,110.7,108.4,Yes,447,DEN,52.0,30.0,1.0,28.3,6-6,199.0,82.0,241.8,47.3,97.3,0.486,0.9,2.9,0.311,46.4,94.4,0.491,24.6,31.3,0.785,16.2,28.1,44.3,27.6,10.9,5.2,16.9,26.2,120.0
1983-84,NBA,111.3,112.3,Yes,448,DEN,38.0,44.0,3.0,27.0,6-6,204.0,82.0,241.5,48.0,97.4,0.493,0.9,3.1,0.302,47.0,94.2,0.499,26.8,32.8,0.818,13.8,29.8,43.6,30.3,8.7,4.3,16.4,27.8,123.7
1982-83,NBA,109.7,109.1,Yes,449,DEN,45.0,37.0,2.0,27.2,6-6,202.0,82.0,240.6,48.2,97.5,0.494,0.3,1.5,0.19,47.9,96.0,0.499,26.6,32.9,0.808,14.8,30.8,45.6,28.5,9.6,4.3,18.2,25.5,123.2
1981-82,NBA,114.3,113.9,Yes,450,DEN,46.0,36.0,2.0,27.0,6-5,201.0,82.0,241.8,48.5,93.4,0.52,0.5,1.8,0.268,48.0,91.5,0.525,28.9,36.3,0.796,14.0,29.8,43.8,27.7,8.1,4.5,17.9,26.0,126.5
1980-81,NBA,109.4,109.8,No,451,DEN,37.0,45.0,4.0,26.8,6-5,204.0,82.0,243.4,46.1,97.1,0.475,0.4,1.8,0.207,45.8,95.3,0.48,29.1,37.2,0.783,16.2,30.5,46.6,24.8,8.8,4.6,17.6,25.7,121.8
1979-80,NBA,103.4,107.6,No,452,DEN,30.0,52.0,3.0,27.1,6-6,203.0,82.0,241.8,42.2,91.1,0.463,1.0,3.1,0.325,41.2,88.0,0.468,22.8,31.0,0.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3
1975-76,ABA,108.7,103.4,Yes,456,DNA,60.0,24.0,1.0,25.4,6-5,203.0,84.0,241.8,48.3,95.7,0.505,0.5,2.1,0.23,47.8,93.5,0.511,24.7,31.8,0.779,15.6,33.0,48.7,29.1,10.6,6.4,20.9,23.7,121.9
1974-75,ABA,109.4,102.7,Yes,457,DNA,65.0,19.0,1.0,25.2,6-6,199.0,84.0,242.1,47.1,92.4,0.509,0.3,1.2,0.216,46.8,91.2,0.513,24.3,30.3,0.802,15.3,30.1,45.4,29.2,11.6,6.0,21.7,24.6,118.7
1973-74,ABA,103.1,103.5,Yes,458,DNR,37.0,47.0,5.0,25.5,6-6,207.0,84.0,241.5,42.3,95.7,0.442,1.3,3.9,0.329,41.0,91.9,0.447,21.1,27.0,0.782,17.3,32.1,49.4,23.9,7.1,4.9,17.6,24.8,107.0
1972-73,ABA,103.1,100.1,Yes,459,DNR,47.0,37.0,3.0,24.8,6-6,207.0,84.0,238.6,40.9,89.3,0.458,0.9,3.6,0.246,40.0,85.7,0.467,26.8,35.6,0.753,17.3,31.8,49.1,23.0,7.8,4.4,19.0,26.6,109.4
2024-25,NBA,115.0,113.1,Yes,465,DET,44.0,38.0,4.0,25.8,6-6,214.0,82.0,241.5,42.7,89.8,0.476,12.8,35.4,0.362,29.9,54.4,0.55,17.2,22.3,0.774,11.4,33.4,44.8,26.4,8.0,5.3,14.9,20.7,115.5
2023-24,NBA,109.7,118.8,No,466,DET,14.0,68.0,5.0,23.8,6-6,218.0,82.0,240.9,40.9,88.2,0.463,11.0,31.7,0.348,29.8,56.5,0.528,17.0,21.7,0.785,10.5,32.8,43.3,25.5,6.5,4.7,15.2,20.6,109.9
2022-23,NBA,110.7,118.9,No,467,DET,17.0,65.0,5.0,24.1,6-6,218.0,82.0,241.5,39.6,87.1,0.454,11.4,32.4,0.351,28.2,54.6,0.516,19.8,25.7,0.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,110.3
2021-22,NBA,106.0,113.8,No,468,DET,23.0,59.0,5.0,23.6,6-6,215.0,82.0,241.2,38.2,88.6,0.431,11.3,34.6,0.326,26.9,54.0,0.498,17.2,22.0,0.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8
2020-21,NBA,108.0,112.5,No,469,DET,20.0,52.0,5.0,24.5,6-6,217.0,72.0,242.1,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6
2019-20,NBA,109.0,112.7,No,470,DET,20.0,46.0,4.0,25.9,6-6,218.0,66.0,241.9,39.3,85.7,0.459,12.0,32.7,0.367,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2
2018-19,NBA,109.0,109.2,Yes,471,DET,41.0,41.0,3.0,26.9,6-5,225.0,82.0,242.1,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0
2017-18,NBA,107.2,107.3,No,472,DET,39.0,43.0,4.0,25.9,6-6,224.0,82.0,241.5,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58.0,0.488,14.7,19.8,0.745,10.1,33.6,43.7,22.8,7.7,3.9,13.4,18.4,103.8
2016-17,NBA,106.0,107.1,No,473,DET,37.0,45.0,5.0,25.4,6-7,229.0,82.0,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3
2015-16,NBA,106.1,105.5,Yes,474,DET,44.0,38.0,3.0,25.0,6-7,230.0,82.0,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0
2014-15,NBA,105.3,106.4,No,475,DET,32.0,50.0,5.0,25.9,6-6,222.0,82.0,241.8,37.1,85.8,0.432,8.6,24.9,0.344,28.5,60.9,0.468,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5
2013-14,NBA,105.9,109.7,No,476,DET,29.0,53.0,4.0,24.7,6-6,222.0,82.0,241.2,38.8,86.9,0.447,6.2,19.3,0.321,32.6,67.6,0.483,17.3,25.7,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0
2012-13,NBA,103.8,108.1,No,477,DET,29.0,53.0,4.0,25.3,6-7,225.0,82.0,241.5,36.3,81.0,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9
2011-12,NBA,101.0,106.3,No,478,DET,25.0,41.0,4.0,26.3,6-6,220.0,66.0,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9
2010-11,NBA,107.7,111.7,No,479,DET,30.0,52.0,4.0,27.2,6-7,217.0,82.0,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,97.0
2009-10,NBA,105.6,111.4,No,480,DET,27.0,55.0,5.0,26.7,6-7,218.0,82.0,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66.0,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0
2008-09,NBA,107.4,108.0,Yes,481,DET,39.0,43.0,3.0,28.2,6-6,212.0,82.0,242.7,36.4,80.0,0.454,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.751,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,94.2
2007-08,NBA,111.4,102.9,Yes,482,DET,59.0,23.0,1.0,28.3,6-7,214.0,82.0,240.6,36.6,79.9,0.458,5.9,16.2,0.366,30.6,63.7,0.481,18.4,24.0,0.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5
2006-07,NBA,108.9,104.2,Yes,483,DET,53.0,29.0,1.0,29.0,6-7,213.0,82.0,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0
2005-06,NBA,110.8,103.1,Yes,484,DET,64.0,18.0,1.0,28.5,6-7,214.0,82.0,241.8,36.4,80.0,0.455,6.8,17.7,0.384,29.6,62.3,0.475,17.3,23.8,0.727,11.9,28.6,40.5,24.0,7.1,6.0,11.4,18.5,96.8
2004-05,NBA,105.6,101.2,Yes,485,DET,54.0,28.0,1.0,27.9,6-7,211.0,82.0,243.4,34.8,78.3,0.444,4.4,12.8,0.345,30.3,65.5,0.463,19.4,26.2,0.739,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,93.3
2003-04,NBA,102.0,95.4,Yes,486,DET,54.0,28.0,2.0,27.4,6-6,214.0,82.0,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1
2002-03,NBA,104.1,99.9,Yes,487,DET,50.0,32.0,1.0,29.0,6-6,215.0,82.0,242.7,32.9,76.5,0.43,6.5,18.1,0.358,26.4,58.4,0.452,19.0,24.6,0.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4
2001-02,NBA,104.8,102.4,Yes,488,DET,50.0,32.0,1.0,29.5,6-6,214.0,82.0,240.0,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18.0,23.8,0.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3
2000-01,NBA,100.0,101.8,No,489,DET,32.0,50.0,5.0,27.1,6-6,213.0,82.0,242.1,35.6,83.9,0.424,4.7,13.6,0.35,30.9,70.3,0.439,19.6,27.2,0.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6
1999-00,NBA,107.3,105.8,Yes,490,DET,42.0,40.0,4.0,28.3,6-6,213.0,82.0,241.8,37.1,80.9,0.459,5.4,14.9,0.359,31.8,66.0,0.481,23.9,30.6,0.781,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5
1998-99,NBA,104.2,100.3,Yes,491,DET,29.0,21.0,3.0,27.7,6-6,215.0,50.0,241.0,33.2,74.3,0.447,5.0,13.6,0.365,28.2,60.7,0.465,19.0,25.7,0.74,12.1,28.2,40.3,20.2,8.9,4.2,15.8,22.8,90.4
1997-98,NBA,105.3,103.5,No,492,DET,37.0,45.0,6.0,27.2,6-6,213.0,82.0,243.4,34.9,77.7,0.449,3.6,11.4,0.312,31.3,66.3,0.473,20.8,27.9,0.745,12.7,28.5,41.2,19.5,8.3,4.2,14.6,22.0,94.2
1996-97,NBA,110.6,104.4,Yes,493,DET,54.0,28.0,3.0,28.2,6-6,210.0,82.0,241.8,34.5,74.3,0.464,7.1,18.3,0.388,27.4,56.0,0.488,18.1,24.3,0.745,10.5,28.0,38.4,19.0,7.7,3.5,12.7,20.1,94.2
1995-96,NBA,107.9,105.1,Yes,494,DET,46.0,36.0,5.0,26.8,6-6,212.0,82.0,241.8,34.3,74.7,0.459,6.6,16.5,0.404,27.6,58.2,0.475,20.2,26.9,0.751,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8,95.4
1994-95,NBA,105.1,112.9,No,495,DET,28.0,54.0,7.0,26.9,6-6,215.0,82.0,240.6,37.3,80.9,0.461,6.0,17.0,0.354,31.3,63.9,0.49,17.5,23.7,0.741,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2
1993-94,NBA,102.7,110.9,No,496,DET,20.0,62.0,7.0,27.5,6-6,206.0,82.0,240.6,38.6,85.6,0.452,4.4,12.7,0.344,34.3,72.9,0.47,15.3,20.9,0.731,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9
1992-93,NBA,107.4,108.9,No,497,DET,40.0,42.0,6.0,29.9,6-6,208.0,82.0,241.2,39.8,87.9,0.453,3.6,11.1,0.322,36.3,76.9,0.472,17.4,23.9,0.729,15.8,28.2,44.0,23.7,7.1,3.0,14.0,21.3,100.6
1991-92,NBA,107.5,105.3,Yes,498,DET,48.0,34.0,3.0,30.1,6-6,208.0,82.0,241.2,38.9,83.7,0.465,2.0,6.4,0.314,36.9,77.3,0.477,19.1,25.7,0.743,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9
1990-91,NBA,108.2,104.6,Yes,499,DET,50.0,32.0,2.0,30.5,6-6,213.0,82.0,241.5,39.0,83.8,0.465,1.6,5.4,0.298,37.4,78.5,0.476,20.6,27.0,0.763,14.7,29.9,44.6,22.3,5.9,4.5,14.4,22.8,100.1
1989-90,NBA,109.9,103.5,Yes,500,DET,59.0,23.0,1.0,29.5,6-6,212.0,82.0,241.5,40.6,85.1,0.478,2.2,6.6,0.327,38.5,78.5,0.49,20.9,27.5,0.761,14.5,30.0,44.4,24.3,6.2,5.1,15.0,23.9,104.3
1988-89,NBA,110.8,104.7,Yes,501,DET,63.0,19.0,1.0,28.6,6-6,212.0,82.0,241.8,41.4,83.9,0.494,1.5,4.9,0.3,39.9,79.0,0.505,22.3,29.0,0.769,14.1,31.0,45.1,24.7,6.4,5.0,16.3,23.6,106.6
1987-88,NBA,110.5,105.3,Yes,502,DET,54.0,28.0,1.0,27.4,6-6,212.0,82.0,241.2,42.2,85.6,0.493,0.7,2.5,0.287,41.5,83.1,0.499,24.1,31.9,0.757,14.4,30.3,44.7,24.5,7.2,4.8,16.4,23.9,109.2
1986-87,NBA,109.2,105.8,Yes,503,DET,52.0,30.0,2.0,26.7,6-6,211.0,82.0,241.8,43.2,88.3,0.49,0.5,2.1,0.231,42.7,86.2,0.496,24.3,31.7,0.765,15.2,32.3,47.5,24.6,7.8,5.3,17.3,25.3,111.2
1985-86,NBA,109.0,107.9,Yes,504,DET,46.0,36.0,3.0,26.5,6-6,213.0,82.0,241.2,45.8,94.5,0.484,0.7,2.2,0.302,45.1,92.3,0.489,22.0,28.0,0.783,15.6,30.0,45.6,28.3,9.0,4.1,16.4,25.6,114.2
1984-85,NBA,109.6,107.2,Yes,505,DET,46.0,36.0,2.0,26.9,6-6,211.0,82.0,241.8,46.8,97.5,0.48,0.5,2.4,0.226,46.3,95.1,0.487,21.7,27.6,0.788,17.1,30.9,48.0,28.1,8.4,4.8,16.4,25.3,116.0
1983-84,NBA,111.5,108.1,Yes,506,DET,49.0,33.0,2.0,25.4,6-6,211.0,82.0,242.7,46.3,96.5,0.48,0.4,1.7,0.227,45.9,94.7,0.485,24.1,31.1,0.775,17.4,29.7,47.1,27.5,8.5,5.1,16.0,26.5,117.1
1982-83,NBA,105.4,105.8,No,507,DET,37.0,45.0,3.0,24.6,6-6,211.0,82.0,242.4,44.2,92.7,0.477,0.9,3.3,0.265,43.3,89.4,0.484,23.4,31.6,0.742,16.0,30.2,46.2,25.7,8.3,7.0,19.0,25.9,112.7
1981-82,NBA,105.8,106.6,No,508,DET,39.0,43.0,3.0,24.4,6-6,211.0,82.0,241.8,43.4,90.1,0.482,0.6,2.6,0.244,42.8,87.5,0.489,23.6,31.5,0.751,15.8,28.6,44.4,24.7,9.0,6.9,19.9,26.3,111.1
1980-81,NBA,98.1,104.3,No,509,DET,21.0,61.0,6.0,24.3,6-6,207.0,82.0,240.9,39.5,85.2,0.463,0.2,1.0,0.155,39.3,84.2,0.467,20.6,28.4,0.725,14.6,25.7,40.4,22.2,10.8,6.0,21.5,25.9,99.7
1979-80,NBA,101.2,108.8,No,510,DET,16.0,66.0,6.0,24.7,6-6,205.0,82.0,241.2,44.4,92.6,0.48,0.7,2.7,0.26,43.7,90.0,0.486,19.4,26.2,0.74,15.0,29.5,44.4,23.8,9.5,6.9,21.2,25.2,108.9
2024-25,NBA,115.0,111.7,Yes,542,GSW,48.0,34.0,3.0,28.6,6-5,211.0,82.0,240.6,40.8,90.4,0.451,15.4,42.4,0.364,25.3,48.0,0.528,16.9,22.1,0.764,12.5,32.8,45.4,29.1,9.4,4.8,14.0,19.2,113.8
2023-24,NBA,117.8,115.2,No,543,GSW,46.0,36.0,5.0,28.4,6-5,207.0,82.0,241.8,43.7,91.6,0.477,14.8,38.9,0.38,28.9,52.7,0.548,15.6,20.0,0.78,12.1,34.6,46.7,29.3,7.0,4.6,14.3,19.5,117.8
2022-23,NBA,116.1,114.4,Yes,544,GSW,44.0,38.0,4.0,27.3,6-5,209.0,82.0,241.8,43.1,90.2,0.479,16.6,43.2,0.385,26.5,47.0,0.564,16.0,20.2,0.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9
2021-22,NBA,112.5,106.9,Yes,545,GSW,53.0,29.0,2.0,27.6,6-5,205.0,82.0,240.6,40.5,86.4,0.469,14.3,39.4,0.364,26.2,47.0,0.557,15.6,20.3,0.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,111.0
2020-21,NBA,111.1,110.1,No,546,GSW,39.0,33.0,4.0,26.7,6-5,207.0,72.0,240.3,41.3,88.2,0.468,14.6,38.7,0.376,26.7,49.4,0.541,16.6,21.1,0.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7
2019-20,NBA,105.2,113.8,No,547,GSW,15.0,50.0,5.0,24.4,6-6,219.0,65.0,241.9,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3
