Season,Lg,ORtg,DRtg,Playoffs,id,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,NBA,113.3,105.8,Yes,831,LAL,62.0,20.0,1.0,28.1,6-8,210.0,82.0,241.8,46.8,89.5,0.522,1.7,5.0,0.337,45.1,84.6,0.533,22.1,28.4,0.778,13.4,31.2,44.6,29.7,8.5,5.1,17.9,24.8,117.3
1984-85,NBA,114.1,107.0,Yes,832,LAL,62.0,20.0,1.0,27.4,6-7,208.0,82.0,240.9,48.2,88.5,0.545,1.1,3.6,0.305,47.1,84.9,0.555,20.8,27.2,0.763,13.0,31.1,44.1,31.4,8.5,5.9,18.7,23.5,118.2
1983-84,NBA,110.9,107.3,Yes,833,LAL,54.0,28.0,1.0,27.5,6-7,206.0,82.0,241.2,47.0,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,43.8,29.9,8.9,5.8,19.2,25.0,115.6
1982-83,NBA,110.5,105.2,Yes,834,LAL,58.0,24.0,1.0,26.9,6-7,200.0,82.0,240.6,48.3,91.6,0.528,0.1,1.2,0.104,48.2,90.4,0.533,18.2,24.8,0.736,15.1,29.7,44.7,30.7,10.3,5.8,19.3,23.5,115.0
1981-82,NBA,110.2,105.5,Yes,835,LAL,57.0,25.0,1.0,26.8,6-7,199.0,82.0,242.1,47.8,92.5,0.517,0.2,1.1,0.138,47.6,91.4,0.521,18.9,26.4,0.717,15.3,30.5,45.9,28.7,10.3,6.3,17.9,24.4,114.6
1980-81,NBA,107.6,103.9,Yes,836,LAL,54.0,28.0,2.0,27.0,6-7,196.0,82.0,241.5,46.1,90.0,0.512,0.2,1.1,0.181,45.9,88.9,0.516,18.8,25.8,0.729,14.2,30.4,44.6,28.8,9.9,6.7,19.0,23.8,111.2
1979-80,NBA,109.5,103.9,Yes,837,LAL,60.0,22.0,1.0,26.2,6-7,202.0,82.0,242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,45.6,29.4,9.4,6.7,20.0,21.8,115.1
2024-25,NBA,117.7,113.0,Yes,869,MEM,48.0,34.0,2.0,24.7,6-7,219.0,82.0,240.3,44.8,93.3,0.479,13.9,37.9,0.367,30.8,55.5,0.556,18.3,23.3,0.786,12.9,34.4,47.3,28.4,8.9,5.6,15.7,20.9,121.7
2023-24,NBA,107.2,114.3,No,870,MEM,27.0,55.0,4.0,24.4,6-6,220.0,82.0,241.2,38.4,88.2,0.435,13.1,37.8,0.346,25.3,50.4,0.502,16.0,21.0,0.764,10.9,31.7,42.6,24.7,8.2,6.1,15.1,19.1,105.8
2022-23,NBA,115.1,111.2,Yes,871,MEM,51.0,31.0,1.0,24.4,6-6,220.0,82.0,241.2,43.7,92.1,0.475,12.0,34.2,0.351,31.7,57.9,0.548,17.5,23.8,0.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,116.9
2021-22,NBA,114.6,109.0,Yes,872,MEM,56.0,26.0,1.0,24.0,6-6,219.0,82.0,241.2,43.5,94.4,0.461,11.5,32.7,0.353,32.0,61.7,0.519,17.0,23.1,0.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,115.6
2020-21,NBA,112.0,111.0,Yes,873,MEM,38.0,34.0,2.0,24.2,6-6,217.0,72.0,241.7,42.8,91.8,0.467,11.2,31.4,0.356,31.7,60.4,0.525,16.4,21.3,0.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3
2019-20,NBA,109.2,110.3,No,874,MEM,34.0,39.0,3.0,24.1,6-6,220.0,73.0,240.7,42.5,90.9,0.468,10.9,31.5,0.347,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6
2018-19,NBA,106.1,108.8,No,875,MEM,33.0,49.0,3.0,27.7,6-6,213.0,82.0,242.4,38.0,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23.0,0.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,103.5
2017-18,NBA,104.5,111.0,No,876,MEM,22.0,60.0,5.0,26.0,6-7,220.0,82.0,240.3,36.7,82.8,0.444,9.2,26.2,0.352,27.5,56.5,0.486,16.6,21.1,0.786,9.5,31.0,40.5,21.5,7.5,4.8,15.0,23.2,99.3
2016-17,NBA,107.7,107.1,Yes,877,MEM,43.0,39.0,3.0,29.5,6-7,221.0,82.0,242.7,36.4,83.6,0.435,9.4,26.5,0.354,27.0,57.1,0.473,18.3,23.4,0.784,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,100.5
2015-16,NBA,105.4,107.8,Yes,878,MEM,42.0,40.0,3.0,30.5,6-6,221.0,82.0,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1
2014-15,NBA,105.7,102.2,Yes,879,MEM,55.0,27.0,2.0,29.6,6-7,225.0,82.0,242.7,37.8,82.5,0.458,5.2,15.2,0.339,32.6,67.3,0.485,17.6,22.8,0.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3
2013-14,NBA,106.3,104.6,Yes,880,MEM,50.0,32.0,3.0,28.5,6-7,225.0,82.0,241.5,38.1,82.0,0.464,4.9,14.0,0.353,33.1,68.0,0.487,15.1,20.3,0.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,96.1
2012-13,NBA,104.9,100.3,Yes,881,MEM,56.0,26.0,2.0,27.0,6-6,223.0,82.0,241.5,36.1,81.5,0.444,4.7,13.5,0.345,31.5,68.0,0.463,16.5,21.3,0.773,12.9,29.8,42.7,20.9,8.6,5.3,14.0,20.2,93.4
2011-12,NBA,104.0,101.8,Yes,882,MEM,41.0,25.0,2.0,25.6,6-6,225.0,66.0,241.5,36.7,82.2,0.447,4.2,12.9,0.326,32.5,69.3,0.47,17.3,22.8,0.759,12.6,29.5,42.0,19.5,9.6,5.2,14.5,19.9,95.0
2010-11,NBA,107.6,105.1,Yes,883,MEM,46.0,36.0,4.0,25.2,6-6,224.0,82.0,242.4,39.0,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41.0,20.6,9.4,5.4,14.0,20.8,99.9
2009-10,NBA,108.3,109.9,No,884,MEM,40.0,42.0,4.0,24.1,6-7,226.0,82.0,242.7,39.3,83.8,0.469,4.2,12.4,0.337,35.1,71.4,0.492,19.7,26.9,0.733,13.0,30.4,43.5,18.8,7.9,4.9,15.2,20.2,102.5
2008-09,NBA,103.5,109.5,No,885,MEM,24.0,58.0,5.0,23.3,6-6,217.0,82.0,241.5,34.9,77.0,0.454,4.9,13.5,0.36,30.1,63.5,0.474,19.1,25.3,0.756,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,93.9
2007-08,NBA,105.0,111.4,No,886,MEM,22.0,60.0,5.0,24.5,6-6,211.0,82.0,241.5,37.3,82.2,0.454,7.6,21.7,0.349,29.8,60.5,0.492,18.5,25.6,0.723,10.3,31.3,41.6,19.2,6.1,4.7,15.3,19.4,100.7
2006-07,NBA,106.9,112.3,No,887,MEM,22.0,60.0,5.0,26.2,6-6,210.0,82.0,243.7,36.6,78.6,0.465,6.1,16.6,0.367,30.5,62.0,0.491,22.4,29.4,0.761,10.6,29.0,39.5,20.5,6.9,5.0,16.4,22.3,101.6
2005-06,NBA,105.9,101.6,Yes,888,MEM,49.0,33.0,3.0,28.1,6-7,211.0,82.0,242.1,33.5,74.7,0.448,7.2,19.2,0.374,26.3,55.5,0.474,18.0,25.3,0.711,10.2,29.0,39.2,19.3,7.3,5.4,13.8,21.4,92.2
2004-05,NBA,105.5,102.9,Yes,889,MEM,45.0,37.0,4.0,26.3,6-7,217.0,82.0,240.3,34.2,76.5,0.447,6.5,18.1,0.357,27.7,58.4,0.475,18.6,24.7,0.754,10.8,28.1,39.0,20.9,8.5,5.8,14.6,23.3,93.4
2003-04,NBA,104.8,102.2,Yes,890,MEM,50.0,32.0,4.0,26.0,6-7,215.0,82.0,242.4,36.1,81.2,0.445,5.5,16.0,0.34,30.7,65.2,0.471,19.0,26.1,0.727,12.8,29.0,41.8,23.4,9.7,6.9,15.0,23.2,96.7
2002-03,NBA,103.9,107.3,No,891,MEM,28.0,54.0,6.0,24.9,6-7,212.0,82.0,243.0,37.2,82.2,0.452,5.7,15.6,0.365,31.5,66.6,0.473,17.4,23.6,0.739,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5
2001-02,NBA,98.2,106.3,No,892,MEM,23.0,59.0,7.0,25.5,6-6,211.0,82.0,241.2,34.8,79.7,0.436,4.1,13.4,0.307,30.7,66.3,0.462,16.3,23.0,0.708,12.0,29.4,41.4,21.8,7.9,6.0,16.4,19.2,89.9
2000-01,NBA,99.6,105.8,No,893,VAN,23.0,59.0,7.0,26.2,6-6,215.0,82.0,241.2,35.0,79.7,0.439,4.0,11.5,0.343,31.0,68.2,0.455,17.8,23.1,0.77,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7
1999-00,NBA,102.3,108.5,No,894,VAN,22.0,60.0,7.0,25.3,6-6,217.0,82.0,242.1,35.3,78.5,0.449,4.0,11.0,0.361,31.3,67.6,0.463,19.4,25.1,0.774,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9
1998-99,NBA,98.4,107.9,No,895,VAN,8.0,42.0,7.0,25.0,6-6,216.0,50.0,243.5,32.9,76.8,0.428,3.0,9.1,0.327,29.9,67.7,0.442,20.2,28.2,0.717,13.0,27.2,40.2,19.3,8.4,4.0,17.0,22.5,88.9
1997-98,NBA,104.1,112.0,No,896,VAN,19.0,63.0,6.0,26.5,6-7,219.0,82.0,241.8,36.7,80.1,0.458,4.0,11.0,0.362,32.7,69.1,0.473,19.3,26.2,0.739,13.2,28.2,41.4,23.9,7.5,4.3,17.1,22.1,96.6
1996-97,NBA,100.3,111.8,No,897,VAN,14.0,68.0,7.0,25.0,6-6,216.0,82.0,241.2,34.4,78.7,0.437,5.4,15.5,0.349,29.0,63.2,0.458,15.0,21.1,0.709,12.5,26.3,38.8,22.7,8.0,5.7,15.9,21.4,89.2
1995-96,NBA,97.6,108.5,No,898,VAN,15.0,67.0,7.0,27.2,6-6,215.0,82.0,242.4,33.8,79.1,0.428,4.5,13.8,0.329,29.3,65.3,0.448,17.6,24.4,0.724,11.7,26.5,38.1,20.8,8.9,4.1,16.4,22.6,89.8
2024-25,NBA,113.5,112.9,Yes,899,MIA,37.0,45.0,3.0,26.8,6-6,218.0,82.0,243.0,40.5,87.0,0.465,13.7,37.3,0.367,26.8,49.7,0.538,16.0,20.2,0.791,9.7,33.7,43.4,26.4,8.1,3.8,13.6,15.5,110.6
2023-24,NBA,114.0,112.2,Yes,900,MIA,46.0,36.0,2.0,28.0,6-6,219.0,82.0,240.9,39.8,85.6,0.465,12.5,33.7,0.37,27.4,51.9,0.527,18.0,22.0,0.818,9.3,33.0,42.3,25.8,7.5,3.4,12.7,17.3,110.1
2022-23,NBA,113.0,113.3,Yes,901,MIA,44.0,38.0,1.0,27.7,6-5,217.0,82.0,241.5,39.2,85.3,0.46,12.0,34.8,0.344,27.3,50.5,0.54,19.1,23.0,0.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,109.5
2021-22,NBA,113.7,109.1,Yes,902,MIA,53.0,29.0,1.0,28.2,6-5,220.0,82.0,242.1,39.6,84.8,0.467,13.6,35.8,0.379,26.0,49.0,0.531,17.3,21.4,0.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110.0
2020-21,NBA,111.2,111.2,Yes,903,MIA,40.0,32.0,2.0,27.4,6-6,217.0,72.0,241.4,39.2,83.7,0.468,12.9,36.2,0.358,26.3,47.5,0.553,16.7,21.1,0.79,8.0,33.5,41.5,26.3,7.9,4.0,14.1,18.9,108.1
2019-20,NBA,112.5,109.5,Yes,904,MIA,44.0,29.0,1.0,25.9,6-6,221.0,73.0,243.1,39.5,84.4,0.468,13.4,35.4,0.379,26.0,49.0,0.532,19.7,25.2,0.783,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112.0
2018-19,NBA,107.3,107.6,No,905,MIA,39.0,43.0,3.0,27.0,6-6,222.0,82.0,240.6,39.6,88.0,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7
2017-18,NBA,106.8,106.3,Yes,906,MIA,44.0,38.0,1.0,26.5,6-6,217.0,82.0,243.0,38.8,85.3,0.455,11.0,30.6,0.36,27.8,54.8,0.508,14.7,19.5,0.755,9.3,34.2,43.5,22.7,7.6,5.3,14.4,20.1,103.4
2016-17,NBA,107.8,106.7,No,907,MIA,41.0,41.0,3.0,26.5,6-6,218.0,82.0,241.2,39.0,85.8,0.455,9.9,27.0,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33.0,43.6,21.2,7.2,5.7,13.4,20.5,103.2
2015-16,NBA,106.1,104.4,Yes,908,MIA,48.0,34.0,1.0,28.4,6-7,221.0,82.0,241.8,38.4,81.7,0.47,6.1,18.0,0.336,32.3,63.6,0.508,17.1,23.0,0.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100.0
2014-15,NBA,103.9,106.7,No,909,MIA,37.0,45.0,3.0,28.5,6-6,212.0,82.0,240.6,35.2,77.2,0.456,6.8,20.2,0.335,28.4,57.0,0.499,17.5,23.7,0.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7
2013-14,NBA,110.9,105.8,Yes,910,MIA,54.0,28.0,1.0,30.6,6-6,215.0,82.0,242.4,38.3,76.5,0.501,8.1,22.3,0.364,30.2,54.2,0.558,17.5,23.0,0.76,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,102.2
2012-13,NBA,112.3,103.7,Yes,911,MIA,66.0,16.0,1.0,30.3,6-6,216.0,82.0,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,55.4,0.536,17.4,23.0,0.754,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,102.9
2011-12,NBA,106.6,100.2,Yes,912,MIA,46.0,20.0,1.0,28.3,6-6,221.0,66.0,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5
2010-11,NBA,111.7,103.5,Yes,913,MIA,58.0,24.0,1.0,29.0,6-7,223.0,82.0,241.2,37.0,76.8,0.481,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1
2009-10,NBA,106.6,104.1,Yes,914,MIA,47.0,35.0,3.0,27.1,6-6,217.0,82.0,242.4,36.4,79.5,0.458,6.0,17.4,0.346,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5
2008-09,NBA,107.8,107.6,Yes,915,MIA,43.0,39.0,3.0,25.6,6-6,217.0,82.0,243.4,37.0,81.0,0.457,7.1,19.9,0.357,29.9,61.2,0.489,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3
2007-08,NBA,100.5,110.0,No,916,MIA,15.0,67.0,5.0,27.4,6-6,216.0,82.0,241.8,34.2,77.3,0.443,6.0,16.7,0.358,28.3,60.5,0.467,16.9,23.2,0.727,9.1,28.6,37.6,20.0,7.2,4.3,14.7,20.4,91.4
2006-07,NBA,104.3,105.3,Yes,917,MIA,44.0,38.0,1.0,29.3,6-6,220.0,82.0,242.1,35.6,76.7,0.464,6.4,18.8,0.343,29.2,57.9,0.503,17.0,24.6,0.69,10.0,30.8,40.8,20.5,6.9,5.4,14.6,21.3,94.6
2005-06,NBA,108.7,104.5,Yes,918,MIA,52.0,30.0,1.0,29.2,6-6,223.0,82.0,240.9,37.1,77.5,0.478,6.1,17.6,0.345,31.0,59.9,0.517,19.7,28.2,0.7,10.5,32.6,43.1,20.6,6.4,5.4,14.5,22.8,99.9
2004-05,NBA,110.2,103.1,Yes,919,MIA,59.0,23.0,1.0,28.0,6-7,225.0,82.0,243.7,37.8,77.7,0.486,5.8,15.4,0.377,32.0,62.3,0.513,20.2,30.1,0.672,10.8,32.2,43.0,21.8,6.4,5.8,13.7,22.1,101.5
2003-04,NBA,102.2,101.7,Yes,920,MIA,42.0,40.0,2.0,26.4,6-6,214.0,82.0,240.9,33.3,78.3,0.425,5.9,16.5,0.357,27.4,61.7,0.443,17.8,23.4,0.762,11.5,30.0,41.5,19.1,7.2,3.8,13.9,22.1,90.3
2002-03,NBA,96.7,102.4,No,921,MIA,25.0,57.0,7.0,26.5,6-6,217.0,82.0,241.8,32.8,79.5,0.412,4.2,13.4,0.316,28.5,66.1,0.432,15.8,20.6,0.765,11.6,30.0,41.6,18.3,7.2,4.0,14.2,22.6,85.6
2001-02,NBA,98.5,100.2,No,922,MIA,36.0,46.0,6.0,30.1,6-6,214.0,82.0,243.0,34.2,77.8,0.439,3.8,11.0,0.347,30.4,66.9,0.454,15.1,20.8,0.724,11.0,31.0,42.0,20.3,6.7,5.5,14.8,22.5,87.2
2000-01,NBA,101.1,98.5,Yes,923,MIA,50.0,32.0,2.0,30.9,6-5,212.0,82.0,242.4,32.9,76.3,0.43,5.8,16.9,0.345,27.0,59.4,0.455,17.4,22.9,0.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,88.9
1999-00,NBA,104.5,101.0,Yes,924,MIA,52.0,30.0,1.0,29.2,6-6,218.0,82.0,241.8,36.3,78.8,0.46,5.4,14.7,0.371,30.8,64.1,0.481,16.4,22.3,0.736,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7,94.4
1998-99,NBA,104.7,98.9,Yes,925,MIA,33.0,17.0,1.0,30.3,6-6,214.0,50.0,240.5,32.3,71.3,0.453,5.8,16.1,0.359,26.5,55.2,0.481,18.6,25.2,0.735,10.1,30.2,40.3,20.4,6.5,6.1,14.9,20.7,89.0
1997-98,NBA,107.6,102.0,Yes,926,MIA,55.0,27.0,1.0,28.1,6-6,214.0,82.0,240.9,34.8,77.2,0.45,6.7,18.8,0.355,28.1,58.3,0.481,18.8,25.4,0.739,12.5,29.5,42.0,21.4,8.1,5.2,15.0,24.2,95.0
1996-97,NBA,106.8,100.6,Yes,927,MIA,61.0,21.0,1.0,27.2,6-6,213.0,82.0,241.5,34.4,76.0,0.453,8.3,22.7,0.364,26.1,53.3,0.491,17.7,24.7,0.719,11.7,29.3,41.0,21.2,7.9,5.4,15.9,23.4,94.8
1995-96,NBA,105.3,103.8,Yes,928,MIA,42.0,40.0,3.0,27.4,6-6,208.0,82.0,241.2,35.4,77.4,0.457,6.7,17.8,0.379,28.7,59.6,0.481,18.9,26.7,0.71,12.2,30.4,42.6,21.4,7.0,5.4,17.0,26.3,96.5
1994-95,NBA,108.2,109.9,No,929,MIA,32.0,50.0,4.0,27.1,6-7,214.0,82.0,241.5,38.3,82.2,0.467,5.3,14.4,0.369,33.0,67.8,0.487,19.1,26.0,0.736,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4,101.1
1993-94,NBA,109.5,106.7,Yes,930,MIA,42.0,40.0,4.0,26.0,6-7,213.0,82.0,241.5,39.0,84.1,0.464,4.1,12.2,0.338,34.9,71.9,0.485,21.3,27.1,0.785,15.1,29.4,44.4,22.6,7.8,4.6,16.0,24.7,103.4
1992-93,NBA,107.7,108.9,No,931,MIA,36.0,46.0,5.0,25.2,6-7,211.0,82.0,244.0,38.1,83.5,0.456,4.1,11.5,0.354,34.1,72.1,0.473,23.3,30.2,0.771,13.8,29.1,42.9,20.6,7.4,4.3,15.7,24.5,103.6
1991-92,NBA,106.7,110.9,Yes,932,MIA,38.0,44.0,4.0,24.4,6-7,210.0,82.0,241.8,39.7,86.1,0.461,3.1,9.2,0.342,36.6,77.0,0.475,22.4,28.4,0.79,14.5,28.9,43.3,21.3,8.2,4.5,16.8,22.2,105.0
1990-91,NBA,102.0,108.1,No,933,MIA,24.0,58.0,6.0,24.0,6-6,207.0,82.0,241.2,40.0,87.1,0.459,1.7,5.7,0.302,38.3,81.4,0.47,20.1,28.1,0.715,15.0,28.1,43.1,23.2,9.2,4.7,18.9,25.4,101.8
1989-90,NBA,99.3,108.9,No,934,MIA,18.0,64.0,5.0,24.7,6-5,204.0,82.0,240.6,41.3,89.6,0.461,1.1,3.7,0.293,40.2,85.9,0.468,17.0,24.7,0.687,15.1,28.2,43.4,23.9,9.0,4.7,19.0,25.9,100.6
1988-89,NBA,97.8,109.0,No,935,MIA,15.0,67.0,6.0,25.2,6-6,205.0,82.0,242.1,39.3,86.8,0.453,1.2,3.6,0.326,38.1,83.1,0.458,18.0,25.6,0.702,16.0,27.0,42.9,23.9,9.1,5.0,21.1,25.9,97.8
2024-25,NBA,115.9,113.4,Yes,936,MIL,48.0,34.0,3.0,29.3,6-7,223.0,82.0,240.9,42.0,86.4,0.486,14.2,36.6,0.387,27.9,49.7,0.56,17.3,23.1,0.75,8.2,35.1,43.4,25.5,7.3,4.7,13.4,17.9,115.5
2023-24,NBA,118.4,115.8,Yes,937,MIL,49.0,33.0,1.0,30.2,6-6,223.0,82.0,241.5,43.1,88.5,0.487,14.2,38.1,0.373,29.0,50.4,0.574,18.5,23.9,0.774,9.4,34.8,44.2,26.5,6.8,5.0,12.9,19.2,119.0
2022-23,NBA,115.4,111.9,Yes,938,MIL,58.0,24.0,1.0,29.8,6-7,225.0,82.0,241.8,42.7,90.4,0.473,14.8,40.3,0.368,27.9,50.1,0.557,16.6,22.4,0.743,11.1,37.5,48.6,25.8,6.4,4.9,14.6,18.1,116.9
2021-22,NBA,115.1,111.8,Yes,939,MIL,51.0,31.0,1.0,28.5,6-6,220.0,82.0,240.9,41.8,89.4,0.468,14.1,38.4,0.366,27.8,51.0,0.544,17.8,22.9,0.776,10.2,36.5,46.7,23.9,7.6,4.0,13.4,18.2,115.5
2020-21,NBA,117.2,111.4,Yes,940,MIL,46.0,26.0,1.0,28.1,6-6,225.0,72.0,240.7,44.7,91.8,0.487,14.4,37.1,0.389,30.3,54.7,0.554,16.2,21.4,0.76,10.3,37.8,48.1,25.5,8.1,4.6,13.8,17.3,120.1
2019-20,NBA,112.4,102.9,Yes,941,MIL,56.0,17.0,1.0,29.2,6-7,228.0,73.0,241.0,43.3,90.9,0.476,13.8,38.9,0.355,29.5,52.0,0.567,18.3,24.7,0.742,9.5,42.2,51.7,25.9,7.2,5.9,15.1,19.6,118.7
2018-19,NBA,113.8,105.2,Yes,942,MIL,60.0,22.0,1.0,26.9,6-7,228.0,82.0,241.2,43.4,91.1,0.476,13.5,38.2,0.353,29.9,52.9,0.565,17.9,23.2,0.773,9.3,40.4,49.7,26.0,7.5,5.9,13.9,19.6,118.1
2017-18,NBA,109.8,110.1,Yes,943,MIL,44.0,38.0,3.0,25.9,6-7,218.0,82.0,241.8,39.7,83.0,0.478,8.8,24.7,0.355,31.0,58.3,0.531,18.3,23.4,0.783,8.4,31.5,39.8,23.2,8.8,5.4,13.8,21.4,106.5
2016-17,NBA,109.1,109.3,Yes,944,MIL,42.0,40.0,2.0,25.6,6-7,223.0,82.0,241.2,38.8,81.9,0.474,8.8,23.7,0.37,30.0,58.2,0.516,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,14.0,20.2,103.6
2015-16,NBA,104.3,108.7,No,945,MIL,33.0,49.0,5.0,23.5,6-8,228.0,82.0,241.8,38.4,82.2,0.467,5.4,15.6,0.345,33.0,66.6,0.495,17.0,22.7,0.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99.0
2014-15,NBA,102.7,102.2,Yes,946,MIL,41.0,41.0,3.0,24.6,6-7,216.0,82.0,243.0,37.6,82.0,0.459,6.6,18.3,0.363,31.0,63.7,0.486,16.0,21.1,0.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8
2013-14,NBA,103.0,111.8,No,947,MIL,15.0,67.0,5.0,24.7,6-7,214.0,82.0,242.4,36.0,82.2,0.438,6.7,18.9,0.353,29.3,63.2,0.464,16.8,22.5,0.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,95.5
2012-13,NBA,103.6,105.2,Yes,948,MIL,38.0,44.0,3.0,26.4,6-6,209.0,82.0,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,67.4,0.457,15.3,20.7,0.736,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,98.9
2011-12,NBA,105.5,105.2,No,949,MIL,31.0,35.0,3.0,26.2,6-6,213.0,66.0,240.4,37.9,85.6,0.443,6.6,19.2,0.345,31.3,66.5,0.471,16.6,21.4,0.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,99.0
2010-11,NBA,101.6,102.5,No,950,MIL,35.0,47.0,3.0,26.7,6-6,214.0,82.0,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.454,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9
2009-10,NBA,104.9,103.1,Yes,951,MIL,46.0,36.0,2.0,26.4,6-6,214.0,82.0,243.7,37.2,85.3,0.436,7.9,22.1,0.356,29.3,63.2,0.464,15.4,20.4,0.755,11.8,31.2,43.0,21.2,7.1,4.7,13.2,22.2,97.7
2008-09,NBA,106.7,107.9,No,952,MIL,34.0,48.0,5.0,26.3,6-6,217.0,82.0,241.2,36.7,82.4,0.445,6.2,17.2,0.363,30.5,65.2,0.467,19.7,25.2,0.78,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,99.3
2007-08,NBA,105.3,112.8,No,953,MIL,26.0,56.0,5.0,25.8,6-7,220.0,82.0,242.1,36.9,82.3,0.449,5.5,16.0,0.344,31.4,66.2,0.474,17.7,24.1,0.733,12.9,28.8,41.7,21.5,6.6,4.4,14.8,21.3,97.0
2006-07,NBA,107.0,111.7,No,954,MIL,28.0,54.0,5.0,26.0,6-5,215.0,82.0,242.1,38.1,81.9,0.465,6.4,18.0,0.356,31.7,63.9,0.495,17.1,23.4,0.733,11.5,27.7,39.2,21.6,7.2,2.7,15.1,22.2,99.7
2005-06,NBA,106.3,107.4,Yes,955,MIL,40.0,42.0,5.0,25.5,6-6,215.0,82.0,242.1,36.3,80.1,0.453,6.2,16.3,0.38,30.1,63.8,0.472,19.0,25.8,0.738,11.3,29.9,41.2,21.6,7.3,3.3,14.6,23.2,97.8
2004-05,NBA,106.6,109.8,No,956,MIL,30.0,52.0,5.0,26.9,6-7,217.0,82.0,241.2,36.1,80.2,0.45,4.0,11.3,0.351,32.2,69.0,0.467,21.0,27.2,0.772,12.0,29.3,41.3,21.0,6.5,3.5,13.8,21.9,97.2
2003-04,NBA,106.5,105.4,Yes,957,MIL,41.0,41.0,4.0,26.5,6-7,216.0,82.0,241.2,36.2,81.1,0.447,4.9,14.0,0.35,31.3,67.1,0.467,20.7,26.7,0.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,98.0
2002-03,NBA,108.8,108.6,Yes,958,MIL,42.0,40.0,4.0,29.3,6-7,217.0,82.0,242.7,37.1,81.3,0.457,7.1,18.6,0.383,30.0,62.7,0.478,18.1,23.3,0.776,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5
